id,dist_latest_transaction_address_km,email,application_date,site_visits_A,site_visits_B,site_visits_C,credit_limit,number_of_transactions,is_fraud
10256,1.0,cdemannc2@alibaba.com,2019-01-29 16:33:43.407194,10.0,4.0,4.0,"$2,770.40",15,0
10257,2.0,mklemencicnp@slashdot.org,2019-02-17 18:33:09.729062,14.0,1.0,1.0,"$1,070.59",16,0
10258,17.0,chugill4i@facebook.com,2019-02-09 05:26:29.849150,1.0,1.0,1.0,"$1,292.40",22,0
10259,10.0,lbaise8w@desdev.cn,2019-02-01 14:21:47.413917,7.0,0.0,0.0,"$1,145.47",20,0
10260,3.0,wnelhams83@themeforest.net,2019-03-04 00:30:26.226743,0.0,1.0,1.0,"$2,352.03",22,0
10261,2.0,rorourkea3@ezinearticles.com,2019-02-01 15:06:37.593051,30.0,1.0,1.0,"$1,183.41",21,0
10262,2.0,sslackkf@amazon.co.jp,2019-01-29 05:01:27.182791,9.0,1.0,1.0,"$1,215.54",19,0
10263,12.0,rmatthensenay@alexa.com,2019-02-19 19:22:32.857883,10.0,0.0,0.0,"$1,052.08",16,0
10264,5.0,achavefu@discuz.net,2019-02-04 00:05:19.783863,1.0,0.0,0.0,"$1,236.66",22,0
10265,5.0,gsouthwickdt@ocn.ne.jp,2019-02-16 09:39:47.862681,16.0,3.0,3.0,"$1,341.03",27,0
10266,1.0,vsawdenei@chron.com,2019-02-08 01:14:27.609191,1.0,0.0,0.0,"$1,543.07",19,0
10267,3.0,dgatcliff6h@discuz.net,2019-01-28 16:14:00.198833,8.0,1.0,1.0,"$1,059.77",31,0
10268,0.0,afranzker9@desdev.cn,2019-03-15 14:20:17.209067,1.0,0.0,0.0,"$2,828.85",14,0
10269,2.0,bmcaline1v@g.co,2019-03-23 08:52:31.571458,2.0,2.0,2.0,"$1,091.06",24,0
10270,31.0,bbeazleydg@facebook.com,2019-02-16 23:46:46.060538,39.0,2.0,2.0,"$1,035.72",24,1
10271,7.0,famburgyka@discuz.net,2019-02-10 02:24:41.237971,11.0,0.0,0.0,"$1,283.55",22,1
10272,5.0,stassellqc@desdev.cn,2019-02-20 21:06:13.550665,13.0,0.0,0.0,"$1,833.56",20,0
10273,1.0,lpawelczykno@themeforest.net,2019-03-01 05:31:20.152788,8.0,1.0,1.0,"$1,852.97",18,0
10274,6.0,acecere1u@facebook.com,2019-02-11 17:48:56.882614,5.0,0.0,0.0,"$1,270.50",16,0
10275,2.0,oschmuhll@facebook.com,2019-01-27 19:27:08.088566,5.0,1.0,1.0,"$1,058.61",27,0
10276,6.0,omcclymonddl@amazon.co.jp,2019-03-15 06:15:42.730157,14.0,0.0,0.0,"$1,065.35",20,0
10277,6.0,gbalthasarga@yolasite.com,2019-02-03 18:58:25.082113,4.0,1.0,1.0,"$2,156.44",23,0
10278,1.0,asargeof@themeforest.net,2019-03-19 22:23:58.484778,3.0,1.0,1.0,"$2,221.16",14,0
10279,6.0,npieter6b@facebook.com,2019-03-03 15:47:11.538166,4.0,2.0,2.0,"$2,204.66",21,0
10280,3.0,abealton4g@umich.edu,2019-03-05 02:31:19.880083,9.0,1.0,1.0,"$1,491.09",15,0
10281,8.0,wostlerav@alexa.com,2019-01-26 00:01:35.976553,13.0,0.0,0.0,"$1,123.41",22,0
10282,2.0,oodooley3c@nih.gov,2019-01-31 16:54:14.252094,4.0,0.0,0.0,"$1,991.34",17,0
10283,1.0,ateliginea@amazon.co.jp,2019-03-12 23:21:42.905171,7.0,3.0,3.0,"$1,254.02",19,0
10284,1.0,mrobinette3o@facebook.com,2019-03-21 00:36:11.736468,4.0,2.0,2.0,"$1,852.88",19,0
10285,4.0,klohden9z@unblog.fr,2019-02-10 01:17:25.118163,6.0,2.0,2.0,"$1,464.96",14,0
10286,2.0,ghollingdalekp@alexa.com,2019-03-15 15:49:37.396025,11.0,1.0,1.0,"$1,069.01",22,0
10287,10.0,sgeorgeaufo@amazon.co.jp,2019-02-27 05:52:57.563199,21.0,0.0,0.0,"$1,110.41",26,0
10288,9.0,edinisku@desdev.cn,2019-01-31 05:54:14.109838,4.0,2.0,2.0,"$1,217.42",18,0
10289,5.0,tstanbridge58@facebook.com,2019-01-28 16:03:04.069362,4.0,0.0,0.0,"$1,711.04",22,0
10290,9.0,jspurrioriy@spiegel.de,2019-02-10 07:54:37.976254,4.0,2.0,2.0,"$1,363.65",25,0
10291,0.0,mblakelockh0@psu.edu,2019-03-05 13:36:12.922802,5.0,0.0,0.0,"$1,120.31",23,0
10292,2.0,taylen5o@umich.edu,2019-02-15 04:55:12.998779,1.0,1.0,1.0,"$1,048.08",21,0
10293,4.0,jlightbodyly@facebook.com,2019-03-14 02:06:05.079099,0.0,1.0,1.0,"$3,274.71",12,0
10294,11.0,wtillyki@nih.gov,2019-03-25 21:54:39.452258,8.0,0.0,0.0,"$1,605.36",17,0
10295,unknown,cwimsettfw@topsy.com,2019-03-23 12:20:28.963697,12.0,2.0,2.0,"$1,466.98",20,0
10296,0.0,mleclercqls@desdev.cn,2019-03-05 16:32:55.159035,1.0,0.0,0.0,"$1,169.75",21,0
10297,1.0,cpezeyni@umich.edu,2019-03-03 02:19:45.052195,4.0,0.0,0.0,"$1,230.07",21,0
10298,2.0,pbrownsmith5w@soundcloud.com,2019-03-19 13:54:07.608836,18.0,0.0,0.0,"$1,514.72",21,1
10299,14.0,iharlern1@ocn.ne.jp,2019-02-08 12:42:00.467809,2.0,1.0,1.0,"$1,142.69",30,1
10300,2.0,mlindgren74@desdev.cn,2019-03-04 12:07:08.361051,9.0,1.0,1.0,"$1,395.87",15,0
10301,9.0,malvaradoig@facebook.com,2019-02-04 08:51:56.038118,10.0,1.0,1.0,"$1,105.16",18,0
10302,5.0,hcleland48@themeforest.net,2019-01-26 16:17:56.914322,2.0,1.0,1.0,"$3,643.95",20,0
10303,5.0,msouthcoatcn@desdev.cn,2019-02-12 19:08:52.154140,14.0,1.0,1.0,"$1,157.21",22,0
10304,7.0,mmcinteero6@themeforest.net,2019-02-02 23:42:38.977914,1.0,1.0,1.0,"$1,037.72",22,0
10305,1.0,gwhistanceow@amazon.co.jp,2019-02-10 05:10:02.010145,4.0,0.0,0.0,"$2,072.91",17,0
10306,2.0,cforrestergr@amazon.co.jp,2019-02-04 19:08:16.946371,10.0,0.0,0.0,"$1,504.96",23,0
10307,2.0,wscotfurth2w@umich.edu,2019-03-23 10:06:19.855270,6.0,3.0,3.0,"$1,384.28",20,0
10308,1.0,ncuffinh5@squidoo.com,2019-03-03 01:28:37.412435,1.0,0.0,0.0,"$1,045.60",20,1
10309,10.0,dheinl8q@unblog.fr,2019-02-16 10:17:59.582243,7.0,0.0,0.0,"$1,404.90",19,0
10310,0.0,cforrestergr@tuttocitta.it,2019-02-21 21:42:47.940432,11.0,0.0,0.0,"$1,699.88",19,0
10311,0.0,smcelvined2@facebook.com,2019-02-08 02:32:25.590593,1.0,0.0,0.0,"$1,752.51",26,0
10312,11.0,jstockauft@chron.com,2019-02-20 20:23:04.534187,5.0,1.0,1.0,"$1,083.90",16,0
10313,1.0,ifelgatob@amazon.co.jp,2019-02-19 06:01:57.895977,15.0,1.0,1.0,"$1,228.79",21,0
10314,4.0,gbonsuldn@sbwire.com,2019-03-14 07:59:10.024134,7.0,0.0,0.0,"$1,185.12",13,0
10315,6.0,apitkeathly7s@alexa.com,2019-02-14 03:01:49.181458,17.0,1.0,1.0,"$1,628.51",25,0
10316,1.0,riannitticv@themeforest.net,2019-02-23 11:23:30.545355,9.0,1.0,1.0,"$1,375.93",22,0
10317,9.0,llippinin2@soundcloud.com,2019-02-21 17:28:12.591564,18.0,0.0,0.0,"$1,766.53",18,0
10318,14.0,ateliginea@themeforest.net,2019-02-17 02:00:56.197673,4.0,1.0,1.0,"$1,564.01",16,0
10319,1.0,kpeatman16@themeforest.net,2019-03-13 16:37:13.014549,4.0,1.0,1.0,"$1,220.81",21,0
10320,5.0,kholah3n@unblog.fr,2019-02-25 10:53:56.366312,12.0,0.0,0.0,"$1,367.40",13,0
10321,12.0,cbellordoh@chron.com,2019-03-10 10:40:51.297422,1.0,2.0,2.0,"$1,669.06",21,1
10322,0.0,wadeyi0@discuz.net,2019-03-23 11:28:09.367400,3.0,1.0,1.0,"$1,296.48",14,0
10323,23.0,ecodlin99@umich.edu,2019-02-10 01:57:30.420057,11.0,1.0,1.0,"$1,286.65",26,0
10324,4.0,geakenej@alexa.com,2019-02-17 05:38:55.903664,2.0,0.0,0.0,"$1,431.93",18,0
10325,8.0,iwillisonhm@themeforest.net,2019-03-09 05:38:55.716124,9.0,0.0,0.0,"$1,878.93",18,0
10326,0.0,akillichm6@sbwire.com,2019-03-23 10:18:41.641808,10.0,2.0,2.0,"$1,647.30",18,0
10327,3.0,westable7a@umich.edu,2019-02-25 09:39:33.323741,5.0,1.0,1.0,"$1,761.21",31,0
10328,10.0,wnelhams83@facebook.com,2019-02-09 21:54:31.518044,13.0,0.0,0.0,"$1,040.24",19,0
10329,8.0,edurnallro@facebook.com,2019-03-24 16:20:29.302458,1.0,1.0,1.0,"$1,115.34",24,0
10330,0.0,alottringtonkq@nih.gov,2019-03-11 13:02:42.234124,1.0,1.0,1.0,"$1,492.68",15,0
10331,10.0,mendersbyp3@unblog.fr,2019-01-27 13:46:46.861073,2.0,1.0,1.0,"$1,757.08",17,0
10332,19.0,tellikerjq@spiegel.de,2019-01-28 16:46:45.884723,3.0,0.0,0.0,"$1,145.79",23,0
10333,4.0,cchaves7v@yolasite.com,2019-03-09 18:02:08.061256,6.0,0.0,0.0,"$1,367.29",23,0
10334,5.0,bjarryfj@umich.edu,2019-02-04 04:38:44.602244,27.0,3.0,3.0,"$1,195.69",16,0
10335,6.0,scraydonb3@facebook.com,2019-01-27 08:29:47.549563,8.0,1.0,1.0,"$1,356.06",27,0
10336,7.0,nrandales66@alexa.com,2019-01-27 16:37:15.735823,6.0,1.0,1.0,"$1,030.28",23,0
10337,8.0,vdinleymn@alexa.com,2019-02-13 17:59:23.134699,18.0,4.0,4.0,"$2,189.47",22,0
10338,4.0,aaspeynq@amazon.co.jp,2019-03-09 19:34:19.591014,13.0,1.0,1.0,"$1,560.80",17,0
10339,3.0,wlundbergk3@typepad.com,2019-03-16 10:06:31.776900,37.0,0.0,0.0,"$1,600.82",19,1
10340,4.0,apitkeathly7s@ocn.ne.jp,2019-03-09 06:33:40.041203,11.0,1.0,1.0,"$1,802.39",22,0
10341,9.0,lhuskpk@slashdot.org,2019-03-11 21:17:45.013332,7.0,3.0,3.0,"$1,058.46",18,0
10342,4.0,bstredwickgw@slashdot.org,2019-02-25 05:04:13.175227,6.0,0.0,0.0,"$2,049.22",17,0
10343,3.0,hasserrc@themeforest.net,2019-02-03 22:05:08.222791,6.0,0.0,0.0,"$1,525.03",21,0
10344,6.0,fbraysherf@alexa.com,2019-03-01 23:16:30.811678,4.0,0.0,0.0,"$1,312.01",24,0
10345,3.0,,2019-02-03 16:59:58.927017,8.0,2.0,2.0,"$1,179.49",14,0
10346,6.0,staffarello7e@facebook.com,2019-03-13 01:59:06.812204,26.0,1.0,1.0,"$1,000.28",14,0
10347,14.0,abenedictepj@nih.gov,2019-03-04 10:38:08.706016,3.0,0.0,0.0,"$1,139.76",14,0
10348,1.0,gkidstounog@facebook.com,2019-02-23 09:30:34.099146,7.0,0.0,0.0,"$1,533.84",21,0
10349,5.0,rfollitt11@alexa.com,2019-03-03 06:50:15.883964,9.0,1.0,1.0,"$1,766.82",17,0
10350,14.0,pcaugheyhn@nih.gov,2019-03-06 09:09:01.248869,5.0,2.0,2.0,"$1,701.75",21,0
10351,3.0,gshipmanag@themeforest.net,2019-03-23 11:57:30.987025,1.0,0.0,0.0,"$1,019.62",26,1
10352,2.0,chaysmannl@themeforest.net,2019-02-14 15:17:17.469874,13.0,2.0,2.0,"$1,634.80",26,0
10353,9.0,mchurchouse2b@themeforest.net,2019-03-05 01:12:47.045021,2.0,0.0,0.0,"$1,442.39",9,0
10354,4.0,smcelvined2@tiny.cc,2019-03-05 21:46:03.634713,15.0,1.0,1.0,"$1,033.88",24,1
10355,3.0,npetkovicja@chron.com,2019-02-20 12:07:28.551395,5.0,0.0,0.0,"$1,351.78",28,0
10356,6.0,tarmfielde3@sbwire.com,2019-02-07 03:39:00.516533,3.0,2.0,2.0,"$2,040.42",23,0
10357,0.0,clowe5m@umich.edu,2019-03-25 12:08:15.688047,3.0,4.0,4.0,"$1,099.05",12,0
10358,5.0,bjarryfj@themeforest.net,2019-01-31 15:26:20.878971,9.0,0.0,0.0,"$1,261.45",20,0
10359,6.0,mbrogden1x@facebook.com,2019-03-09 02:19:26.371989,23.0,1.0,1.0,"$1,449.11",28,0
10360,1.0,kgronojb@yolasite.com,2019-03-20 05:36:40.744248,6.0,0.0,0.0,"$1,986.99",19,0
10361,8.0,ekunatbn@desdev.cn,2019-03-03 19:33:45.319848,20.0,0.0,0.0,"$1,117.95",22,0
10362,6.0,wdiboldihd@alexa.com,2019-01-30 10:25:36.275068,6.0,2.0,2.0,"$1,460.35",18,0
10363,1.0,ggammieh3@facebook.com,2019-03-10 18:18:59.058754,20.0,0.0,0.0,"$1,328.90",14,0
10364,2.0,ucappelmk@amazon.co.jp,2019-01-26 02:19:28.747649,8.0,2.0,2.0,"$1,182.34",19,0
10365,1.0,lallinbq@alexa.com,2019-02-27 10:32:05.411831,19.0,3.0,3.0,"$1,135.60",22,0
10366,1.0,asnuggs7d@alexa.com,2019-03-01 03:31:37.934243,0.0,2.0,2.0,"$1,392.92",20,0
10367,2.0,mpattisonj@themeforest.net,2019-01-31 18:03:47.647669,0.0,1.0,1.0,"$1,458.55",22,0
10368,26.0,riannitticv@psu.edu,2019-02-08 15:46:48.996463,7.0,1.0,1.0,"$1,347.37",26,0
10369,5.0,elaverackrp@amazon.co.jp,2019-02-27 19:15:22.007009,3.0,0.0,0.0,"$1,132.65",19,0
10370,4.0,ptrothlp@umich.edu,2019-02-04 03:01:24.108904,2.0,0.0,0.0,"$1,408.33",17,0
10371,17.0,jledster3k@umich.edu,2019-03-04 17:40:46.190631,1.0,0.0,0.0,"$2,258.51",17,0
10372,2.0,gkeeling8s@facebook.com,2019-03-02 16:54:44.713005,27.0,1.0,1.0,"$1,104.48",20,0
10373,6.0,mphippsh@typepad.com,2019-01-28 14:07:04.906837,5.0,1.0,1.0,"$1,273.55",19,0
10374,unknown,lhelliskr@umich.edu,2019-03-25 20:09:05.067662,0.0,2.0,2.0,"$1,090.44",23,0
10375,3.0,cbrewettjn@topsy.com,2019-03-22 05:21:16.534606,17.0,2.0,2.0,"$2,182.08",24,0
10376,1.0,mpeartreeb9@alexa.com,2019-02-10 08:48:40.221075,2.0,1.0,1.0,"$2,090.16",17,0
10377,9.0,mditchil@cbsnews.com,2019-01-30 20:22:29.568844,6.0,1.0,1.0,"$1,273.88",15,0
10378,4.0,atuckwood8k@psu.edu,2019-02-06 18:23:13.556535,0.0,0.0,0.0,"$1,016.77",24,0
10379,2.0,icattersonr4@topsy.com,2019-02-15 18:33:35.700152,19.0,0.0,0.0,"$1,135.32",22,1
10380,6.0,abraniffj1@themeforest.net,2019-03-10 04:56:09.736347,8.0,1.0,1.0,"$1,382.95",23,0
10381,5.0,jscripps43@facebook.com,2019-02-21 09:20:24.982584,17.0,0.0,0.0,"$1,767.29",23,0
10382,8.0,bhasard7n@alexa.com,2019-02-02 15:34:16.621648,8.0,1.0,1.0,"$1,733.25",24,0
10383,4.0,dlemarchandr3@sbwire.com,2019-02-13 01:16:38.647886,9.0,0.0,0.0,"$2,375.63",23,1
10384,1.0,gcouchahx@umich.edu,2019-03-20 07:21:54.456718,3.0,2.0,2.0,"$1,348.29",19,0
10385,3.0,gdrueryl8@nih.gov,2019-03-14 20:46:41.684665,15.0,6.0,6.0,"$1,556.74",18,0
10386,13.0,ahartricki2@facebook.com,2019-02-20 17:38:32.516060,17.0,1.0,1.0,"$1,136.08",24,1
10387,11.0,dheinl8q@tiny.cc,2019-02-15 07:29:54.131121,3.0,0.0,0.0,"$1,846.56",21,0
10388,0.0,bpartrickb6@facebook.com,2019-01-25 23:52:15.473356,22.0,1.0,1.0,"$1,363.45",19,0
10389,0.0,rbelone40@stumbleupon.com,2019-02-07 22:42:40.468534,31.0,0.0,0.0,"$1,578.74",24,0
10390,2.0,akilcoyne8f@yolasite.com,2019-01-27 05:19:02.551127,4.0,2.0,2.0,"$1,537.64",21,0
10391,9.0,achallis80@facebook.com,2019-03-18 22:17:24.117130,7.0,4.0,4.0,"$2,330.64",27,0
10392,1.0,jeasson10@typepad.com,2019-03-03 19:50:14.337669,1.0,2.0,2.0,"$1,554.82",15,0
10393,0.0,esherrock71@yolasite.com,2019-02-26 02:13:02.674647,6.0,1.0,1.0,"$2,023.39",16,0
10394,3.0,epurtellfg@alexa.com,2019-02-16 15:43:29.787819,1.0,2.0,2.0,"$2,398.75",19,0
10395,9.0,rlinkleterfh@alexa.com,2019-03-20 22:20:05.971064,0.0,2.0,2.0,"$1,257.17",19,0
10396,13.0,omaclean7x@alexa.com,2019-03-09 03:37:21.130747,10.0,1.0,1.0,"$1,126.39",19,0
10397,2.0,ioliveirakd@sbwire.com,2019-01-27 12:20:34.492111,0.0,0.0,0.0,"$2,237.33",13,0
10398,4.0,jcresarec@yolasite.com,2019-02-22 06:57:11.342965,16.0,0.0,0.0,"$2,265.25",23,0
10399,10.0,dcolmoreo@chron.com,2019-03-05 17:13:30.180893,3.0,0.0,0.0,"$1,263.06",17,0
10400,4.0,csemberef@amazon.co.jp,2019-03-10 05:04:58.340459,8.0,0.0,0.0,"$1,001.58",19,0
10401,1.0,mbeig6u@chron.com,2019-02-19 00:30:15.585389,30.0,1.0,1.0,"$1,122.91",19,0
10402,6.0,rdriffillh4@squidoo.com,2019-02-07 16:42:32.123306,5.0,0.0,0.0,"$1,489.45",22,0
10403,2.0,fcasseax@facebook.com,2019-02-19 04:01:05.599466,5.0,2.0,2.0,"$1,363.22",15,0
10404,0.0,mlief25@alibaba.com,2019-02-18 03:23:05.640562,26.0,2.0,2.0,"$1,406.58",15,0
10405,4.0,dwrigley0@facebook.com,2019-02-01 02:39:17.366928,6.0,0.0,0.0,"$1,070.03",24,0
10406,1.0,gcouchahx@themeforest.net,2019-01-27 18:05:50.185636,4.0,1.0,1.0,"$1,697.72",22,1
10407,unknown,rpendreyjh@typepad.com,2019-01-26 04:04:56.159701,23.0,3.0,3.0,"$3,360.35",16,0
10408,7.0,dleninqe@tuttocitta.it,2019-03-12 17:37:57.007209,3.0,1.0,1.0,"$1,413.49",17,0
10409,12.0,dcolmoreo@amazon.co.jp,2019-02-02 04:50:33.901216,7.0,0.0,0.0,"$2,097.45",30,1
10410,6.0,lkindley53@facebook.com,2019-02-19 00:18:34.802846,9.0,1.0,1.0,"$1,063.90",23,0
10411,14.0,fbehnekebk@facebook.com,2019-01-28 15:17:35.156346,2.0,5.0,5.0,"$1,416.96",23,0
10412,12.0,fpaunceforths@sbwire.com,2019-03-07 03:56:47.128652,10.0,1.0,1.0,"$1,732.60",14,0
10413,8.0,lricardek@cbsnews.com,2019-02-15 16:02:38.461165,1.0,2.0,2.0,"$1,273.31",24,0
10414,1.0,ljelfs67@amazon.co.jp,2019-02-02 05:08:22.887909,9.0,1.0,1.0,"$1,339.11",19,0
10415,4.0,sdalliwaterq5@sbwire.com,2019-01-27 13:59:45.200801,11.0,0.0,0.0,"$1,144.05",21,0
10416,3.0,tplumridgeb1@amazon.co.jp,2019-02-13 17:12:03.275532,58.0,0.0,0.0,"$1,712.12",23,0
10417,17.0,kmcloney22@facebook.com,2019-02-26 13:54:54.383851,3.0,0.0,0.0,"$1,526.78",23,0
10418,1.0,rfollitt11@slashdot.org,2019-03-06 13:49:09.869208,8.0,2.0,2.0,"$2,535.33",22,0
10419,1.0,kgladtbachip@alexa.com,2019-03-09 11:34:54.531718,7.0,3.0,3.0,"$1,620.82",15,0
10420,4.0,ogrand82@unblog.fr,2019-03-20 11:27:55.849632,17.0,5.0,5.0,"$1,844.89",19,0
10421,1.0,lreddingsf8@themeforest.net,2019-03-09 00:23:49.204909,15.0,1.0,1.0,"$2,782.43",19,0
10422,7.0,fvallintine3e@desdev.cn,2019-02-25 05:28:04.753224,25.0,0.0,0.0,"$1,206.08",16,0
10423,2.0,ncaheyjk@discuz.net,2019-03-01 23:45:36.554951,3.0,0.0,0.0,"$1,963.07",19,0
10424,3.0,sassurhu@facebook.com,2019-03-08 14:28:24.576226,10.0,1.0,1.0,"$1,347.14",25,0
10425,5.0,icauncego@amazon.co.jp,2019-01-27 14:32:29.968685,4.0,1.0,1.0,"$1,786.54",20,0
10426,1.0,kcrackelha@tiny.cc,2019-03-02 19:08:26.654213,14.0,1.0,1.0,"$2,837.54",24,0
10427,17.0,awinterson39@typepad.com,2019-03-05 22:32:40.891957,8.0,1.0,1.0,"$1,301.35",19,0
10428,4.0,bchomiszewski70@tuttocitta.it,2019-02-20 17:08:31.280269,52.0,2.0,2.0,"$1,609.49",27,0
10429,2.0,asprattoy@amazon.co.jp,2019-02-18 15:37:32.072305,5.0,0.0,0.0,"$1,395.06",16,0
10430,1.0,pbeelbypi@desdev.cn,2019-02-26 16:01:08.463107,28.0,2.0,2.0,"$1,498.51",21,0
10431,0.0,cmcpeice8x@themeforest.net,2019-02-18 15:23:23.528226,17.0,0.0,0.0,"$1,150.36",16,1
10432,3.0,rgiacobbinijacob27@amazon.co.jp,2019-02-01 01:43:16.816046,14.0,1.0,1.0,"$1,552.07",22,0
10433,1.0,aculkin7r@amazon.co.jp,2019-02-03 16:20:31.451755,0.0,0.0,0.0,"$1,082.66",19,0
10434,5.0,dblibenlo@ezinearticles.com,2019-02-12 04:59:46.652766,3.0,3.0,3.0,"$2,256.55",16,0
10435,4.0,cfilchakov9o@amazon.co.jp,2019-03-11 21:40:39.219776,4.0,2.0,2.0,"$1,267.26",24,0
10436,12.0,sdwellydj@unblog.fr,2019-02-12 12:35:32.726211,1.0,0.0,0.0,"$1,117.37",18,0
10437,3.0,sbennedsen5k@unc.edu,2019-02-07 18:32:22.336683,10.0,0.0,0.0,"$2,485.28",15,0
10438,3.0,ebackler7j@typepad.com,2019-03-16 17:38:35.533958,17.0,1.0,1.0,"$1,584.19",22,1
10439,6.0,kdoolanjm@themeforest.net,2019-02-28 22:22:16.929059,3.0,1.0,1.0,"$2,269.67",17,0
10440,15.0,rfollitt11@themeforest.net,2019-02-07 00:02:28.108106,4.0,0.0,0.0,"$2,015.99",22,0
10441,3.0,edurnallro@amazon.co.jp,2019-01-27 00:24:56.171855,11.0,0.0,0.0,"$1,855.80",18,0
10442,14.0,hmaken7u@tuttocitta.it,2019-02-28 22:18:35.295808,9.0,0.0,0.0,"$1,601.39",18,0
10443,7.0,bstaplese8@facebook.com,2019-03-24 04:39:58.727773,13.0,1.0,1.0,"$2,584.84",22,0
10444,6.0,fguillou5n@alexa.com,2019-03-25 03:50:42.098918,1.0,1.0,1.0,"$1,210.94",23,0
10445,3.0,mballeineq3@stumbleupon.com,2019-02-18 02:25:57.630127,3.0,0.0,0.0,"$1,115.89",19,0
10446,7.0,pquarlessod@amazon.co.jp,2019-02-23 07:37:57.990435,6.0,0.0,0.0,"$1,076.35",29,0
10447,3.0,agaisfordv@themeforest.net,2019-03-21 10:47:02.385805,1.0,2.0,2.0,"$1,702.50",23,0
10448,1.0,hcleland48@themeforest.net,2019-03-04 19:48:21.421668,5.0,0.0,0.0,"$1,174.20",19,0
10449,16.0,gshearsbyqo@themeforest.net,2019-03-14 06:29:13.049592,2.0,1.0,1.0,"$1,529.57",23,1
10450,16.0,rhalvorsenm4@umich.edu,2019-02-18 13:51:57.553230,6.0,1.0,1.0,"$1,381.91",19,0
10451,2.0,rbertsonl9@desdev.cn,2019-03-17 07:45:12.478900,3.0,0.0,0.0,"$2,369.76",22,0
10452,4.0,odottrella0@desdev.cn,2019-02-25 20:07:24.617886,7.0,1.0,1.0,"$2,120.43",22,1
10453,6.0,amoatt9t@alexa.com,2019-02-08 13:01:13.006470,1.0,0.0,0.0,"$1,173.80",25,0
10454,9.0,abilbrooke2c@sbwire.com,2019-02-18 08:45:15.986136,9.0,0.0,0.0,"$1,005.85",12,0
10455,6.0,esherrock71@facebook.com,2019-02-18 16:51:40.622673,2.0,1.0,1.0,"$1,738.39",20,0
10456,0.0,daviesongb@themeforest.net,2019-01-31 13:53:25.832916,0.0,0.0,0.0,"$2,107.32",27,0
10457,18.0,rbelone40@amazon.co.jp,2019-03-08 22:31:11.655012,4.0,0.0,0.0,"$1,526.25",17,0
10458,1.0,bbotlydp@tuttocitta.it,2019-03-16 19:49:15.931512,7.0,0.0,0.0,"$1,501.51",19,0
10459,0.0,tcarlesijx@desdev.cn,2019-03-04 09:37:12.964871,0.0,0.0,0.0,"$1,103.22",21,0
10460,5.0,pjupph9@yolasite.com,2019-03-21 07:14:01.091997,26.0,1.0,1.0,"$1,716.29",12,0
10461,5.0,broelvinkkg@tuttocitta.it,2019-03-05 02:13:22.507986,8.0,1.0,1.0,"$1,886.64",25,0
10462,8.0,ptidykj@sbwire.com,2019-01-26 22:25:37.415481,3.0,1.0,1.0,"$1,130.83",15,0
10463,7.0,chaysmannl@desdev.cn,2019-03-03 03:08:20.442388,3.0,1.0,1.0,"$1,413.00",16,0
10464,3.0,wscotfurth2w@sbwire.com,2019-02-27 10:23:50.893088,24.0,0.0,0.0,"$1,200.67",26,0
10465,7.0,mlief25@discuz.net,2019-02-11 22:25:40.431488,3.0,0.0,0.0,"$2,771.24",21,0
10466,3.0,mferrarinit@desdev.cn,2019-01-26 06:04:47.008562,5.0,3.0,3.0,"$1,470.12",20,0
10467,3.0,thuckergv@nih.gov,2019-02-02 18:22:44.591599,2.0,0.0,0.0,"$2,304.64",28,0
10468,5.0,browter8p@facebook.com,2019-03-12 11:10:20.996856,1.0,1.0,1.0,"$1,011.50",19,0
10469,0.0,fgiametti2o@chron.com,2019-03-12 07:56:53.090249,10.0,0.0,0.0,"$2,174.14",21,0
10470,1.0,aocurraneba@chron.com,2019-02-10 08:02:27.417378,7.0,0.0,0.0,"$1,445.84",15,0
10471,3.0,abrehaultih@squidoo.com,2019-02-12 04:39:45.084619,1.0,2.0,2.0,"$1,179.22",29,0
10472,6.0,rjefferyo7@nih.gov,2019-01-31 23:53:26.072287,21.0,2.0,2.0,"$1,284.94",20,0
10473,4.0,rmosconi49@desdev.cn,2019-03-06 06:46:57.947283,29.0,1.0,1.0,"$1,001.96",25,0
10474,10.0,lharnimanio@nih.gov,2019-03-20 23:44:20.401383,9.0,0.0,0.0,"$1,598.35",15,0
10475,1.0,nhelinmf@yolasite.com,2019-02-24 23:12:22.699195,5.0,1.0,1.0,"$1,420.82",14,0
10476,unknown,gmulhollandjz@amazon.co.jp,2019-02-15 05:19:20.092633,3.0,1.0,1.0,"$1,278.84",19,0
10477,3.0,dbaptistej9@umich.edu,2019-03-24 16:54:39.533262,9.0,1.0,1.0,"$1,484.29",17,0
10478,16.0,rpendreyjh@alibaba.com,2019-03-20 06:21:15.312343,13.0,0.0,0.0,"$1,056.53",16,1
10479,1.0,tegginsonat@facebook.com,2019-02-25 14:37:28.946748,8.0,0.0,0.0,"$1,173.56",19,0
10480,4.0,dbaptistej9@chron.com,2019-01-28 05:12:14.962945,18.0,1.0,1.0,"$1,144.11",21,0
10481,14.0,tmanilowpz@discuz.net,2019-02-18 12:14:36.800665,7.0,0.0,0.0,"$1,129.39",19,0
10482,5.0,ogallaherqw@sbwire.com,2019-01-30 15:15:06.603612,34.0,0.0,0.0,"$1,071.78",24,0
10483,19.0,npetkovicja@squidoo.com,2019-01-28 22:31:40.702770,14.0,3.0,3.0,"$1,152.73",24,0
